course_name,math/stat,stock_trading,stress_relieve,mobile_app_dev,critical_thinking/reasoning,database,courses_taught_in_foreign_language,javascript(minor_topic),social_science,random1,web_development,languages,finance/accounting,nutrition/health,financial_math(small_cluster),speaking/sound(small_cluster),online_ed_related,music,random2,photography,e-commerce/small_business,random3,fitness/weight_loss,science,programming,liberal_art,tsne_1,tsne_2,color,rating counts,total_enrollment,rating,final_provider,final_link,effort_hr_wk,final_price,course_name_for_hover,course_name_for_unhover,course_name_with_underscore,final_img
Running a Mobile App Dev Business: The Complete Guide,0.0,0.0,0.0,0.280938251033,0.0,0.0,0.0,0.0,0.0,0.0,0.0623030773089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.653976862272,0.0,0.0,0.0,0.0,0.0,-6.67775662886,11.0029394375,#81b1d1,31.0,4059.0,98.666,Udemy,https://www.udemy.com/the-complete-guide-to-running-a-mobile-app-dev-business/,0,99,hovercourse('Running a Mobile App Dev Business: The Complete Guide'),unhovercourse('Running a Mobile App Dev Business: The Complete Guide'),Running_a_Mobile_App_Dev_Business:_The_Complete_Guide,../static/course_images/Running_a_Mobile_App_Dev_Business:_The_Complete_Guide.jpg
"Bitcoin For Beginners - ""The Future of Money"" is Here Today",0.0,0.0407175421531,0.0,0.0,0.0853779687719,0.0,0.0,0.0,0.108595842784,0.0276946938965,0.0388260558858,0.0,0.0930018912369,0.0,0.0,0.0,0.0,0.0,0.105634235325,0.0,0.488834883158,0.0,0.0,0.0,0.0,0.0,-0.657671943094,6.85007362916,navy,0.0,12.0,0.0,Udemy,https://www.udemy.com/bitcoinforbeginners/,0,20,"hovercourse('Bitcoin For Beginners - ""The Future of Money"" is Here Today')","unhovercourse('Bitcoin For Beginners - ""The Future of Money"" is Here Today')","Bitcoin_For_Beginners_-_""The_Future_of_Money""_is_Here_Today","../static/course_images/Bitcoin_For_Beginners_-_""The_Future_of_Money""_is_Here_Today.jpg"
Create Vintage Style Pin-up Portraits from a Photograph,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0909885968026,0.0,0.0,0.0,0.0,0.0,0.0766366813786,0.0,0.0,0.817381240723,0.0,0.0,0.0,0.0,0.0,0.0,1.45941562416,-15.2199578234,#f98174,9.0,241.0,100.0,Udemy,https://www.udemy.com/create-vintage-style-pin-up-portraits-from-a-photograph/,0,79,hovercourse('Create Vintage Style Pin-up Portraits from a Photograph'),unhovercourse('Create Vintage Style Pin-up Portraits from a Photograph'),Create_Vintage_Style_Pin-up_Portraits_from_a_Photograph,../static/course_images/0.png
Sports Betting In Depth: Get Ahead of the Curve,0.0,0.235379335953,0.0,0.0,0.464940129122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166010534776,0.107527844887,0.0,0.0,0.0229113860318,0.0,4.81868629885,1.62982291051,navy,4.0,168.0,100.0,Udemy,https://www.udemy.com/sports-betting-in-depth-get-ahead-of-the-curve/,0,20,hovercourse('Sports Betting In Depth: Get Ahead of the Curve'),unhovercourse('Sports Betting In Depth: Get Ahead of the Curve'),Sports_Betting_In_Depth:_Get_Ahead_of_the_Curve,../static/course_images/Sports_Betting_In_Depth:_Get_Ahead_of_the_Curve.jpg
Microsoft SQL Server 2012 Certification Training Exam 70-461,0.0,0.0,0.0,0.0,0.0,0.159237835912,0.0,0.0,0.0,0.0833958167444,0.0,0.0,0.0,0.0,0.0,0.0,0.632181454521,0.0,0.0,0.0,0.110340088503,0.0,0.0,0.0,0.0,0.0,11.4073049538,-5.76801015916,#8dd3c7,61.0,3416.0,93.114,Udemy,https://www.udemy.com/microsoft-sql-server-2012-certification-70-461/,0,41,hovercourse('Microsoft SQL Server 2012 Certification Training Exam 70-461'),unhovercourse('Microsoft SQL Server 2012 Certification Training Exam 70-461'),Microsoft_SQL_Server_2012_Certification_Training_Exam_70-461,../static/course_images/Microsoft_SQL_Server_2012_Certification_Training_Exam_70-461.jpg
How to Break 80 - Golf Swing Basics,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0184817910651,0.0,0.0347696199623,0.0,0.0,0.0,0.0,0.8240708053,0.0,0.12018909589,0.0,-4.66643302721,-13.5339052533,#b3dd68,1.0,348.0,100.0,Udemy,https://www.udemy.com/how-to-break-80-golf-swing-basics/,0,19,hovercourse('How to Break 80 - Golf Swing Basics'),unhovercourse('How to Break 80 - Golf Swing Basics'),How_to_Break_80_-_Golf_Swing_Basics,../static/course_images/How_to_Break_80_-_Golf_Swing_Basics.jpg
Learn Basic Photography from a World Renown Photographer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0138963773872,0.0547484731069,0.0523049609715,0.0845423196784,0.0,0.0249843287308,0.0,0.0,0.0,0.0,0.0,0.0,0.765734225991,0.0,0.0,0.0,0.0,0.0,0.0,1.47420607564,-15.0023944641,#f98174,0.0,5.0,0.0,Udemy,https://www.udemy.com/photographybasics/,0,18,hovercourse('Learn Basic Photography from a World Renown Photographer'),unhovercourse('Learn Basic Photography from a World Renown Photographer'),Learn_Basic_Photography_from_a_World_Renown_Photographer,../static/course_images/Learn_Basic_Photography_from_a_World_Renown_Photographer.jpg
Statistics and R for the Life Sciences,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.203737698604,0.0,0.0,0.0,0.0,0.207847640744,0.205181153202,0.0,0.183048127301,0.0,0.0,0.0,0.0,0.13478725986,0.0,0.0,0.0613495372932,0.0,1.63404212295,-7.11010685898,navy,,,,EDX,https://www.edx.org/course/statistics-r-life-sciences-harvardx-ph525-1x,3.0,n.a.,hovercourse('Statistics and R for the Life Sciences'),unhovercourse('Statistics and R for the Life Sciences'),Statistics_and_R_for_the_Life_Sciences,../static/course_images/statistics-and-r-for-the-life-sciences_378x225.jpg
Become a $50-$200/hr Freelancer While You Travel the World,0.0,0.0874666052928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0452467481906,0.0,0.0,0.0,0.0,0.0,0.147366020495,0.0,0.0577812061364,0.0,0.473204764751,0.148795609364,0.0,0.0,0.0,0.0194100175375,2.32681163923,8.36469609202,navy,6.0,1086.0,100.0,Udemy,https://www.udemy.com/how-to-become-a-freelancer-travel-the-world/,0,27,hovercourse('Become a $50-$200/hr Freelancer While You Travel the World'),unhovercourse('Become a $50-$200/hr Freelancer While You Travel the World'),Become_a_$50-$200/hr_Freelancer_While_You_Travel_the_World,../static/course_images/0.png
Repeat Business Skills For Techies,0.0,0.0,0.0611166739976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0622962151772,0.0,0.0,0.0,0.0,0.0,0.0951489501871,0.0,0.0,0.0,0.74738049632,0.0,0.0,0.0,0.0,0.0306206757741,-0.169468748139,12.6483986242,#81b1d1,1.0,154.0,100.0,Udemy,https://www.udemy.com/repeat-business-skills-for-techies/,0,24,hovercourse('Repeat Business Skills For Techies'),unhovercourse('Repeat Business Skills For Techies'),Repeat_Business_Skills_For_Techies,../static/course_images/Repeat_Business_Skills_For_Techies.jpg
Live Lesson Strategies for Online Tutors & Teachers,0.0,0.0,0.0,0.0,0.0,0.0259444186664,0.0,0.0,0.0,0.0,0.0335076569077,0.0,0.0,0.0,0.0,0.0412414204538,0.216507871972,0.0,0.270703369563,0.0,0.367426966338,0.0428229192543,0.0,0.0,0.0,0.0,-4.01958735031,6.20302196926,navy,16.0,1072.0,96.0,Udemy,https://www.udemy.com/online-teaching-tricks/,0,118,hovercourse('Live Lesson Strategies for Online Tutors & Teachers'),unhovercourse('Live Lesson Strategies for Online Tutors & Teachers'),Live_Lesson_Strategies_for_Online_Tutors_&_Teachers,../static/course_images/Live_Lesson_Strategies_for_Online_Tutors_&_Teachers.jpg
Data Management for Clinical Research,0.019364675959,0.0,0.0511227402439,0.0,0.0,0.147808938712,0.0,0.0,0.538261495046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.237984769581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.4686257086,2.06292799091,#e41a1c,,,,Coursera,https://www.coursera.org/course/datamanagement,0,0,hovercourse('Data Management for Clinical Research'),unhovercourse('Data Management for Clinical Research'),Data_Management_for_Clinical_Research,../static/course_images/datamanagement.jpg
Be Mobile and Increase Sales,0.0,0.0,0.0,0.48270464087,0.0,0.127710408687,0.022408701259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.219357078422,0.0,0.144292130116,0.0,0.0,0.0,0.0,0.0,-13.6607877883,8.6381427336,navy,2.0,7.0,100.0,Udemy,https://www.udemy.com/be-mobile-and-increase-sales/,0,47,hovercourse('Be Mobile and Increase Sales'),unhovercourse('Be Mobile and Increase Sales'),Be_Mobile_and_Increase_Sales,../static/course_images/Be_Mobile_and_Increase_Sales.jpg
On-Ramp to AP* French Language and Culture,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.602201140458,0.0,0.0,0.0,0.0,0.144918526059,0.0,0.0,0.0,0.0,0.0,0.0,0.0438449423875,0.0890607408159,0.104137546207,-9.88253422736,-7.26055070121,#994ea1,,,,EDX,https://www.edx.org/course/ramp-ap-french-language-culture-weston-high-school-pflc1x,3.0,n.a.,hovercourse('On-Ramp to AP* French Language and Culture'),unhovercourse('On-Ramp to AP* French Language and Culture'),On-Ramp_to_AP*_French_Language_and_Culture,../static/course_images/ap-french-378-225.jpg
"Selling Your Art Online: My $10,000/Month Tricks ",0.0233079579362,0.0,0.0,0.0,0.0,0.0203026748737,0.0,0.0,0.0,0.0,0.0415122585024,0.0,0.122100857805,0.0,0.0,0.0,0.0,0.0,0.251177316266,0.0,0.539349721841,0.0,0.0,0.0,0.0,0.0,-4.79140957735,7.3483288554,#81b1d1,6.0,950.0,93.334,Udemy,https://www.udemy.com/selling-your-art-online/,0,99,"hovercourse('Selling Your Art Online: My $10,000/Month Tricks ')","unhovercourse('Selling Your Art Online: My $10,000/Month Tricks ')","Selling_Your_Art_Online:_My_$10,000/Month_Tricks_",../static/course_images/0.png
How I Made Over $10k Creating Simple Udemy Courses,0.0,0.0,0.0,0.0,0.0,0.115557638788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33259525222,0.0125187022313,0.481423874832,0.0538457766133,0.0,0.0,0.0,0.0,-5.14049574124,6.56608160602,navy,16.0,1123.0,97.5,Udemy,https://www.udemy.com/how-to-create-your-own-successful-udemy-course/,0,49,hovercourse('How I Made Over $10k Creating Simple Udemy Courses'),unhovercourse('How I Made Over $10k Creating Simple Udemy Courses'),How_I_Made_Over_$10k_Creating_Simple_Udemy_Courses,../static/course_images/How_I_Made_Over_$10k_Creating_Simple_Udemy_Courses.jpg
Easy eBay Profits: How I Make Thousands With NO Upfront Cost,0.0,0.0,0.0,0.0,0.0,0.123904690124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.428270322044,0.0,0.437166971149,0.0,0.0,0.0,0.0,0.0,-5.12724376717,5.92269262226,navy,6.0,641.0,66.666,Udemy,https://www.udemy.com/easy-money-ebay-dropshipping-items-with-amazon-and-more/,0,15,hovercourse('Easy eBay Profits: How I Make Thousands With NO Upfront Cost'),unhovercourse('Easy eBay Profits: How I Make Thousands With NO Upfront Cost'),Easy_eBay_Profits:_How_I_Make_Thousands_With_NO_Upfront_Cost,../static/course_images/0.png
Cyber-Physical Systems,0.0,0.0,0.0,0.0,0.0,0.0,0.0131282096187,0.0,0.378194105715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.275214980308,0.0,0.0355498358442,0.0,0.0,0.0329561158651,0.0,0.188557322226,0.0712531682346,0.0,10.0125890078,0.456584648995,navy,,,,EDX,https://www.edx.org/course/cyber-physical-systems-uc-berkeleyx-eecs149-1x,8.0,n.a.,hovercourse('Cyber-Physical Systems'),unhovercourse('Cyber-Physical Systems'),Cyber-Physical_Systems,../static/course_images/378x225.jpg
"Funding Your Business: Bootstrapping, Debt, or Equity?",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0315541813777,0.0,0.0,0.0563117621209,0.0,0.274026185345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.631172183892,0.0,0.0,0.0,0.0,0.0,0.56249851403,11.1461936738,#81b1d1,0.0,6.0,0.0,Udemy,https://www.udemy.com/funding-your-business/,0,19,"hovercourse('Funding Your Business: Bootstrapping, Debt, or Equity?')","unhovercourse('Funding Your Business: Bootstrapping, Debt, or Equity?')","Funding_Your_Business:_Bootstrapping,_Debt,_or_Equity?","../static/course_images/Funding_Your_Business:_Bootstrapping,_Debt,_or_Equity?.jpg"
Business Development For Startups and Tech Companies,0.0,0.0220492145588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0601437268958,0.0,0.0,0.0,0.0,0.0,0.125583162057,0.0,0.0,0.0,0.744076897009,0.0,0.0455499181037,0.0,0.0,0.0,0.473718498084,12.8787675141,#81b1d1,55.0,11310.0,92.076,Udemy,https://www.udemy.com/business-development-strategy-startups/,0,49,hovercourse('Business Development For Startups and Tech Companies'),unhovercourse('Business Development For Startups and Tech Companies'),Business_Development_For_Startups_and_Tech_Companies,../static/course_images/Business_Development_For_Startups_and_Tech_Companies.jpg
Building Mobile Experiences,0.0,0.0,0.0,0.290114895672,0.0,0.0,0.0112471638311,0.0,0.135798111735,0.0,0.0563915432362,0.0,0.0,0.0,0.0,0.0,0.420745274005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.079549165367,8.84899646217,-6.36800123958,navy,,,,EDX,https://www.edx.org/course/building-mobile-experiences-mitx-21w-789x,1.0,n.a.,hovercourse('Building Mobile Experiences'),unhovercourse('Building Mobile Experiences'),Building_Mobile_Experiences,../static/course_images/building-mobile-experiences-378x225.png
Zero Sugar Cravings Now! Get Rid of Sugar Addiction Easily,0.0,0.0,0.164134653274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.119153283623,0.0,0.0,0.0,0.0247517799252,0.0,0.0,0.0,0.15356069127,0.461687857735,0.0,0.0733080582027,0.0,-3.025800431,-10.4816617964,navy,2.0,658.0,100.0,Udemy,https://www.udemy.com/sugar-detox-rid-sugar-addiction-cravings/,0,20,hovercourse('Zero Sugar Cravings Now! Get Rid of Sugar Addiction Easily'),unhovercourse('Zero Sugar Cravings Now! Get Rid of Sugar Addiction Easily'),Zero_Sugar_Cravings_Now!_Get_Rid_of_Sugar_Addiction_Easily,../static/course_images/Zero_Sugar_Cravings_Now!_Get_Rid_of_Sugar_Addiction_Easily.jpg
Synthesizers! Using Synthesis for Sound Design & Production,0.0,0.0207491835128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.672032756131,0.0,0.0,0.0,0.207590494854,0.0,0.0,0.0975015508134,0.0,16.0653757827,6.04579031858,#fefeb3,15.0,1317.0,89.334,Udemy,https://www.udemy.com/sound-design-fundamentals-synthesis/,0,67,hovercourse('Synthesizers! Using Synthesis for Sound Design & Production'),unhovercourse('Synthesizers! Using Synthesis for Sound Design & Production'),Synthesizers!_Using_Synthesis_for_Sound_Design_&_Production,../static/course_images/Synthesizers!_Using_Synthesis_for_Sound_Design_&_Production.jpg
Shark Tank Audition Playbook,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0369229732679,0.044311544445,0.0,0.0,0.0,0.0,0.0690645266436,0.0,0.0,0.131088705496,0.0,0.479837964892,0.210493150514,0.0,0.0,0.0,0.0257080036471,-2.56766832196,6.84849299729,navy,3.0,15.0,100.0,Udemy,https://www.udemy.com/how-to-audition-for-shark-tank/,0,97,hovercourse('Shark Tank Audition Playbook'),unhovercourse('Shark Tank Audition Playbook'),Shark_Tank_Audition_Playbook,../static/course_images/Shark_Tank_Audition_Playbook.jpg
Financial Modeling Program,0.296687934206,0.0,0.0,0.0,0.0,0.107590141769,0.0,0.0239395102148,0.0,0.0,0.0,0.0,0.433250204088,0.0,0.0257931762378,0.0,0.099837759095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0119762500456,0.0,13.1593200393,-0.392627981827,navy,2.0,17.0,100.0,Udemy,https://www.udemy.com/financial-modeling/,0,297,hovercourse('Financial Modeling Program'),unhovercourse('Financial Modeling Program'),Financial_Modeling_Program,../static/course_images/0.png
Genomic Data Science with Galaxy,0.0,0.0,0.0,0.0,0.0,0.139486244542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.461999323537,0.0,0.0,0.0,0.0,0.0,0.0,0.349369132774,0.0,0.0,7.99997358904,-8.16461983457,navy,,,,,https://www.coursera.org/course/gengalaxy,0,0,hovercourse('Genomic Data Science with Galaxy'),unhovercourse('Genomic Data Science with Galaxy'),Genomic_Data_Science_with_Galaxy,../static/course_images/0.png
Fundamentals of Electrical Engineering Laboratory,0.0,0.0,0.0,0.0,0.0,0.0530437571076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0177153964042,0.0,0.285397639547,0.0,0.0,0.0,0.0,0.0,0.0,0.57322560282,0.0567631192916,0.0,7.46958423958,-9.45926888094,#fbcde3,,,,,https://www.coursera.org/course/eefunlab,0,0,hovercourse('Fundamentals of Electrical Engineering Laboratory'),unhovercourse('Fundamentals of Electrical Engineering Laboratory'),Fundamentals_of_Electrical_Engineering_Laboratory,../static/course_images/large-icon(2).png
How to watch an American football game,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0359951947323,0.0709079542714,0.0,0.0,0.0,0.0,0.0,0.0,0.208985862341,0.0840357223643,0.0,0.0,0.168700005036,0.0418185207202,0.0,0.0,0.053226786965,0.320100364091,6.11495424321,-2.53847704527,navy,22.0,1009.0,49.09,Udemy,https://www.udemy.com/how-to-watch-an-american-football-game/,0,49,hovercourse('How to watch an American football game'),unhovercourse('How to watch an American football game'),How_to_watch_an_American_football_game,../static/course_images/How_to_watch_an_American_football_game.jpg
Objects That Define America,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.115054741106,0.112829418541,0.0,0.0,0.0,0.0,0.0,0.0,0.0924038072445,0.662788956184,-0.988928926617,-2.76405462676,#fefeb3,,,,EDX,https://www.edx.org/course/objects-define-america-smithsonianx-ushis1-1x,2.0,n.a.,hovercourse('Objects That Define America'),unhovercourse('Objects That Define America'),Objects_That_Define_America,../static/course_images/objects-that-define-america_378x225.jpg
"The Book: Monasteries, Schools, and Notaries, Part 2: Introduction to the Transitional Gothic Script",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.503852503691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0241680542459,0.0,0.0,0.0854598722528,0.380343264363,0.675479605606,-9.24988652769,#fdfb32,,,,EDX,https://www.edx.org/course/book-monasteries-schools-notaries-part-2-harvardx-hum1-7x,2.0,n.a.,"hovercourse('The Book: Monasteries, Schools, and Notaries, Part 2: Introduction to the Transitional Gothic Script')","unhovercourse('The Book: Monasteries, Schools, and Notaries, Part 2: Introduction to the Transitional Gothic Script')","The_Book:_Monasteries,_Schools,_and_Notaries,_Part_2:_Introduction_to_the_Transitional_Gothic_Script",../static/course_images/hum1.7x_thumbnail.png
Genomic Data Science and Clustering (Bioinformatics V),0.0,0.0,0.0,0.0,0.177046560839,0.089967917503,0.0,0.0,0.466596585287,0.0,0.0,0.0829743680414,0.0,0.0,0.0,0.0,0.0,0.0,0.1621595076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6392429809,4.01811779099,navy,,,,Coursera,https://www.coursera.org/course/clustering,5,0,hovercourse('Genomic Data Science and Clustering (Bioinformatics V)'),unhovercourse('Genomic Data Science and Clustering (Bioinformatics V)'),Genomic_Data_Science_and_Clustering_(Bioinformatics_V),../static/course_images/clustering.jpg
Malicious Software and its Underground Economy: Two Sides to Every Story,0.0,0.0,0.0,0.0386380733398,0.0,0.0,0.0,0.0,0.426270856235,0.0301780249095,0.0,0.0,0.0,0.0,0.0,0.0,0.145462914223,0.0,0.0,0.0,0.144701829592,0.0,0.0,0.0,0.0620699199883,0.146924293281,8.88644456132,1.72387366692,navy,,,,Coursera,https://www.coursera.org/course/malsoftware,0,0,hovercourse('Malicious Software and its Underground Economy: Two Sides to Every Story'),unhovercourse('Malicious Software and its Underground Economy: Two Sides to Every Story'),Malicious_Software_and_its_Underground_Economy:_Two_Sides_to_Every_Story,../static/course_images/malsoftware.jpg
Social media: Rocket sales on Black Friday & Cyber Monday,0.0577893814716,0.0,0.0,0.0,0.0,0.117310101914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.118214372266,0.653398076475,0.0,0.0,0.0,0.0,0.0422237896852,-0.330594711215,10.046421086,#81b1d1,9.0,1642.0,88.888,Udemy,https://www.udemy.com/social-media-for-black-friday-cyber-monday/,0,26,hovercourse('Social media: Rocket sales on Black Friday & Cyber Monday'),unhovercourse('Social media: Rocket sales on Black Friday & Cyber Monday'),Social_media:_Rocket_sales_on_Black_Friday_&_Cyber_Monday,../static/course_images/Social_media:_Rocket_sales_on_Black_Friday_&_Cyber_Monday.jpg
Sabermetrics 101: Introduction to Baseball Analytics,0.36954767082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.312554722906,0.0425271746896,0.0,0.0,0.0,0.0,0.0606473581394,0.0,0.138015247589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0682547404793,0.0,3.82230053703,-2.49110112816,navy,,,,EDX,https://www.edx.org/course/sabermetrics-101-introduction-baseball-bux-sabr101x-0,n.a.,n.a.,hovercourse('Sabermetrics 101: Introduction to Baseball Analytics'),unhovercourse('Sabermetrics 101: Introduction to Baseball Analytics'),Sabermetrics_101:_Introduction_to_Baseball_Analytics,../static/course_images/sabr101x-sabermetrics-101-course-banner-378x225.jpg
PRESENTATION SKILLS: Give Your Presentation a Facelift,0.0,0.0263144953565,0.0369156505572,0.0,0.0639761688608,0.0,0.0,0.0,0.0,0.0,0.0285064889823,0.235657865301,0.0,0.0,0.0,0.0,0.172600759419,0.023806380703,0.0,0.0,0.216889057801,0.0341389864871,0.109146456882,0.0,0.0,0.0503656981717,-7.86085850263,-4.99805362239,navy,3.0,641.0,100.0,Udemy,https://www.udemy.com/how-to-give-your-presentation-a-facelift/,0,19,hovercourse('PRESENTATION SKILLS: Give Your Presentation a Facelift'),unhovercourse('PRESENTATION SKILLS: Give Your Presentation a Facelift'),PRESENTATION_SKILLS:_Give_Your_Presentation_a_Facelift,../static/course_images/0.png
Extreme Scuba Makeover,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0690556849808,0.0,0.0,0.0,0.0,0.0,0.0273535984429,0.0149225556873,0.117941971254,0.0,0.0,0.0,0.0,0.253983495788,0.440353348537,0.0,0.0701963857267,0.0,-3.08280296763,-10.9050822598,navy,3.0,34.0,100.0,Udemy,https://www.udemy.com/extreme-scuba-makeover/,0,99,hovercourse('Extreme Scuba Makeover'),unhovercourse('Extreme Scuba Makeover'),Extreme_Scuba_Makeover,../static/course_images/Extreme_Scuba_Makeover.jpg
Udemy Passive Income - Publish a Course in 5 Hours or Less,0.0,0.0,0.0,0.0168121420944,0.0,0.0,0.0,0.0,0.0,0.0,0.042803014624,0.0,0.0,0.0,0.0,0.0,0.169597673631,0.100110043622,0.0,0.0,0.517754877285,0.0745388615644,0.066023317705,0.0,0.0,0.0,2.36826432479,8.61610279456,#81b1d1,33.0,3078.0,95.152,Udemy,https://www.udemy.com/create-an-udemy-course-in-5-hours/,0,28,hovercourse('Udemy Passive Income - Publish a Course in 5 Hours or Less'),unhovercourse('Udemy Passive Income - Publish a Course in 5 Hours or Less'),Udemy_Passive_Income_-_Publish_a_Course_in_5_Hours_or_Less,../static/course_images/Udemy_Passive_Income_-_Publish_a_Course_in_5_Hours_or_Less.jpg
"Live!:  A History of Art for Artists, Animators and Gamers",0.0,0.0,0.0,0.0,0.0930039907745,0.0,0.0,0.0,0.19799614051,0.0,0.0442465728199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.251682841776,0.0,0.0,0.0,0.0,0.0,0.404385590595,0.734843936704,-2.19856018942,navy,,,,,https://www.coursera.org/course/livearthistory,0,0,"hovercourse('Live!:  A History of Art for Artists, Animators and Gamers')","unhovercourse('Live!:  A History of Art for Artists, Animators and Gamers')","Live!:__A_History_of_Art_for_Artists,_Animators_and_Gamers",../static/course_images/0.png
Sales Bootcamp,0.0,0.207891767649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0269598408423,0.121859792041,0.0,0.0,0.0,0.29033886746,0.0,0.0,0.0,0.280945428722,0.0,0.0,0.0,0.0519213553244,0.0,3.44431045602,7.53565481427,navy,0.0,3.0,0.0,Udemy,https://www.udemy.com/sales-bootcamp/,0,15,hovercourse('Sales Bootcamp'),unhovercourse('Sales Bootcamp'),Sales_Bootcamp,../static/course_images/Sales_Bootcamp.jpg
Learn to Speak: Conversational French - Full Course,0.0,0.0,0.0,0.0,0.0,0.125918185096,0.0,0.0,0.0,0.0,0.0,0.550494446105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152376016237,0.159123440473,0.0,0.0,0.0,0.0,-10.1001127144,-6.36355195864,#994ea1,49.0,7373.0,97.916,Udemy,https://www.udemy.com/learnfrench/,0,41,hovercourse('Learn to Speak: Conversational French - Full Course'),unhovercourse('Learn to Speak: Conversational French - Full Course'),Learn_to_Speak:_Conversational_French_-_Full_Course,../static/course_images/Learn_to_Speak:_Conversational_French_-_Full_Course.jpg
Introduction to Mathematical Philosophy,0.0,0.0,0.0,0.0,0.573552272028,0.0,0.0,0.0,0.133565859939,0.0135773670742,0.0,0.0,0.0,0.0155676792838,0.179151078324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0521024549186,0.0152517541656,0.0122148118585,5.07347185437,1.69506723448,#a6d853,,,,Coursera,https://www.coursera.org/course/mathphil,0,0,hovercourse('Introduction to Mathematical Philosophy'),unhovercourse('Introduction to Mathematical Philosophy'),Introduction_to_Mathematical_Philosophy,../static/course_images/LogoMathPhil11.png
Linear Circuits,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0660384226047,0.0,0.0,0.0,0.0889051369302,0.0,0.194299286918,0.0,0.0,0.0,0.0,0.0,0.0,0.643821466283,0.0,0.0,7.44100129303,-9.87024827974,#fbcde3,,,,Coursera,https://www.coursera.org/course/circuits,6,0,hovercourse('Linear Circuits'),unhovercourse('Linear Circuits'),Linear_Circuits,../static/course_images/Linear-Circuits-Icon600x340.jpg
How We Make $2500 A Month With Game Apps- And No Coding,0.0,0.0,0.0,0.48142366105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0839618065464,0.0,0.365166859416,0.0,0.0,0.0,0.0657364719079,0.0,-12.9159101672,9.37707300403,navy,36.0,2139.0,82.222,Udemy,https://www.udemy.com/gameappdevelopment/,0,84,hovercourse('How We Make $2500 A Month With Game Apps- And No Coding'),unhovercourse('How We Make $2500 A Month With Game Apps- And No Coding'),How_We_Make_$2500_A_Month_With_Game_Apps-_And_No_Coding,../static/course_images/How_We_Make_$2500_A_Month_With_Game_Apps-_And_No_Coding.jpg
