course_name,Stock trading,Yoga/Mindfulness/Psychology,Photography/Cinematography,Mobile App Development,Architecture/history,Food/Weight Loss/Body Building,Web Development,Success Coaching,Leadership/Business,Communication,Logical Subjects,TBD,Sales/Marketing,4-hr week,Math,Social Sciences,Music,Game Development,Languages,Others,tsne_1,tsne_2,color,provider,general_topics
Professional Risk Manager (PRM) Certification: Level 2,0.0,0.275947376155,0.0,0.0,0.0,0.0,0.0,0.0,0.120654992855,0.0,0.0,0.0,0.0,0.0,0.603086389682,0.0,0.0,0.0,0.0,0.0,2.85659684757,12.4575072502,#a7572b,Udemy,"Math, Yoga/Mindfulness/Psychology"
Preparing for the AP* Calculus AB and BC Exams (Part 2 - Integral Calculus),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.430990429141,0.0,0.0,0.0,0.0,0.558421335397,0.0,0.0,0.0,0.0,0.0,0.37658241065,11.7671563639,#a7572b,Coursera,"Math, Communication"
"Fun, Simple and Useful Math for Kids! (Part 6/6)",0.0,0.0689649260151,0.165622964831,0.0,0.0,0.0,0.0,0.0,0.0,0.202604127931,0.0,0.0,0.0,0.0,0.547423365555,0.0,0.0,0.0,0.0,0.0,1.31811775371,12.56567316,#a7572b,Udemy,"Math, Communication"
Mathematical Methods for Quantitative Finance,0.0,0.0835926048496,0.0,0.0,0.0,0.0,0.0,0.0,0.15157840169,0.21354252003,0.0,0.0,0.0,0.0,0.54344333605,0.0,0.0,0.0,0.0,0.0,1.28956639596,12.415901059,#a7572b,Coursera,"Math, Communication"
Master solving a quadratic by factoring a perfect square,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.469735469407,0.0,0.0,0.0,0.0,0.529166969607,0.0,0.0,0.0,0.0,0.0,0.247514147252,11.6650593105,#a7572b,Udemy,"Math, Communication"
Master Solving Quadratics,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.478570206288,0.0,0.0,0.0,0.0,0.520867645047,0.0,0.0,0.0,0.0,0.0,0.217099667475,11.6518919977,#a7572b,Udemy,"Math, Communication"
Master Solve a quadratic y=ax^2+bx by factoring out a GCF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.538247977534,0.0,0.0,0.0,0.0,0.459738599613,0.0,0.0,0.0,0.0,0.0,0.0116642276299,11.4993407323,#a7572b,Udemy,"Math, Communication"
Algebra I (Beginning Algebra),0.0,0.0,0.0333283721575,0.0,0.0,0.0,0.0,0.0,0.0,0.524731681926,0.0,0.0,0.0,0.0,0.434141780623,0.0,0.0,0.0,0.0,0.0,0.00902902003018,11.4968702932,#a7572b,Udemy,"Math, Communication"
Master Multiplying and Dividing Rational expressions,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.575467307124,0.0,0.0,0.0,0.0,0.422619634468,0.0,0.0,0.0,0.0,0.0,-0.120048634577,11.42954963,#a7572b,Udemy,"Math, Communication"
Topics in Algebra: Strategies for Solving Equations,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.568131084162,0.0,0.0,0.0,0.0,0.421868915687,0.0,0.0,0.0,0.0,0.0,-0.106291888144,11.4357123254,#a7572b,Udemy,"Math, Communication"
GRE Subject Math Sep2015 Prep-Module2:Single Var Calculus,0.0,0.0828506571597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40593081487,0.0,0.0,0.0,0.095720833254,0.405741596966,0.0,0.0,0.0,0.0,0.0,0.320614329383,11.4160991056,#a7572b,Udemy,"Math, Communication"
"ACT, SAT And CXC CSEC Math: Algebra Mastery",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.614440662346,0.0,0.0,0.0,0.0,0.377523623198,0.0,0.0,0.0,0.0,0.0,-0.273797287833,11.3322957996,#a7572b,Udemy,"Math, Communication"
Learn Apache Spark from Scratch,0.0,0.0,0.0,0.0,0.0,0.0,0.63722236808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.353866740568,0.0,0.0,0.0,0.0,0.0,-0.525598589949,-12.9846835462,#a7572b,Udemy,"Math, Web Development"
Common Core Math Concepts: K-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.624708664749,0.0,0.0,0.0,0.0,0.0,0.0,0.351607124248,0.0,0.0,0.0,0.0,0.0,-4.99879628823,-1.44477094133,#a7572b,Udemy,"Success Coaching, Math"
Advanced Algebra: Strategies for Success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.640949125755,0.0,0.0,0.0,0.0,0.349050874088,0.0,0.0,0.0,0.0,0.0,-0.371458014672,11.2556789074,#a7572b,Udemy,"Math, Communication"
IB Mathematical Studies SL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.524652600523,0.0,0.0,0.0,0.139398930526,0.322014042465,0.0,0.0,0.0,0.0,0.0,-0.135102296947,11.2891711831,#a7572b,Udemy,"Math, Communication"
Preparing for the AP* Statistics Exam,0.0,0.0240308678806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.650490043366,0.0,0.0,0.0,0.0,0.312197838467,0.0,0.0,0.0,0.0,0.0,-0.45794577706,11.2154393245,#a7572b,Coursera,"Math, Communication"
Topics in Algebra: Polynomials and Factoring,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.685232234062,0.0,0.0,0.0,0.0,0.302091709417,0.0,0.0,0.0,0.0,0.0,-0.515670596286,11.1897653371,#a7572b,Udemy,"Math, Communication"
Data Science: Linear Regression in Python,0.0,0.083355416442,0.0,0.0,0.0,0.0,0.618679388696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.282786623135,0.0,0.0,0.0,0.0,0.0,-0.518736295026,-12.9786052413,#a7572b,Udemy,"Math, Web Development"
CFA Level 1 - Derivatives,0.12745107094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.579714519008,0.0,0.0,0.0,0.0,0.0,0.273516227911,0.0,0.0,0.0,0.0,0.0,-10.1590473744,-6.07526507143,#a7572b,Udemy,"Math, Leadership/Business"
Single Phase Mass Balance,0.0,0.0,0.0,0.0182036773838,0.0,0.0,0.0,0.0,0.0678363226827,0.0345778369577,0.615156627416,0.0,0.0,0.0,0.26298175444,0.0,0.0,0.0,0.0,0.0,2.99743546055,9.68096932938,#a7572b,Udemy,"Math, Logical Subjects"
Solving the Rubik's Cube Very Simple Step by Step,0.0,0.0,0.0,0.0638397528693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.654775341292,0.260134905483,0.0,0.0,0.0,0.0,0.0,10.0516287604,-5.19058585567,#a7572b,Udemy,"Math, 4-hr week"
Common Core Math - Grade 4 - Module 1,0.0,0.0,0.0,0.0,0.0969266731026,0.0,0.0,0.0,0.0,0.597421735559,0.0,0.0220355008591,0.0,0.0315873554603,0.248202204317,0.0,0.0,0.0,0.0,0.0,-0.574476604611,11.059230334,#a7572b,Udemy,"Math, Communication"
Introduction to the Chemical Reactor Design ,0.0,0.0,0.123950483646,0.0,0.0,0.0,0.0,0.0,0.0,0.126776052278,0.380405966276,0.0,0.124077755675,0.0,0.241927146654,0.0,0.0,0.0,0.0,0.0,3.54475375392,10.3139106018,#a7572b,Udemy,"Math, Logical Subjects"
Black Hair Care: the Basics of Hair Typing and Growth,0.0,0.0947455245129,0.0,0.0,0.0,0.19223858902,0.0,0.0,0.140970226145,0.326269841953,0.0,0.0,0.0,0.0,0.237054887947,0.0,0.0,0.0,0.0,0.0,0.204583749452,9.85804926641,#a7572b,Udemy,"Math, Communication"
Brazilian Portuguese for Beginners,0.0,0.0,0.0,0.0,0.049124362167,0.0,0.373479307515,0.126826401711,0.0,0.238007374528,0.0,0.0,0.0,0.0,0.203187553819,0.0,0.0,0.0,0.0,0.0,-0.302552017086,2.60850371356,#a7572b,Udemy,"Math, Web Development, Communication"
Hair Salon Startup : Start a Hair Salon in 30 days or Less,0.0,0.0,0.0,0.0,0.0,0.0905973547841,0.0,0.0,0.0566335327006,0.0,0.0,0.0,0.0341678781888,0.618216721494,0.193172974191,0.0,0.0,0.0,0.0,0.0,10.013430907,-5.22006118118,#a7572b,Udemy,4-hr week
Disney World Complete Savings Guide - Save Thousands!,0.0,0.0,0.0,0.0,0.0,0.0388962836084,0.0,0.0,0.0,0.0,0.0,0.0253685849286,0.0,0.743114747955,0.189172107585,0.0,0.0,0.0,0.0,0.0,10.2236192941,-5.43645942009,#a7572b,Udemy,4-hr week
JEE/AIPMT Exam Prep: Essentials of Physical Chemistry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.236687473251,0.483851296202,0.0957696990253,0.0,0.0,0.182540452363,0.0,0.0,0.0,0.0,0.0,2.45280762818,9.418228293,#a7572b,Udemy,"Communication, Logical Subjects"
Vet Your Startup Ideas With the Startup Matrix,0.0,0.135018639957,0.0,0.0,0.0,0.0,0.0,0.0,0.370419029114,0.0,0.0614701803884,0.0680929017139,0.0,0.158863775678,0.17696880601,0.0,0.0,0.0,0.0,0.0,-9.7927373432,-8.18976276459,#a7572b,Udemy,Leadership/Business
Customers For Life -Disney's Formula to Get More Raving Fans,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.119997533794,0.0,0.0,0.0,0.0,0.413490040972,0.294316633238,0.169408335494,0.0,0.0,0.0,0.0,0.0,-3.12116370187,-6.68685926098,#a7572b,Udemy,"4-hr week, Sales/Marketing"
7 Tips on how to visit Disney World in Orlando on the budget,0.0,0.0,0.0559844239966,0.10294074067,0.0,0.0,0.0914980468446,0.0431317731624,0.0,0.0,0.0,0.0,0.0,0.531583597506,0.167930724603,0.0,0.0,0.0,0.0,0.0,9.77490727615,-4.82364634163,#a7572b,Udemy,4-hr week
CFA Level I Foundation Course: Introduction to Quants,0.0,0.0,0.104536205044,0.0,0.144991107442,0.0,0.0,0.0,0.0,0.557685732045,0.0,0.0,0.0,0.0,0.165200747668,0.0,0.0,0.0,0.0,0.0,-2.16087922567,9.27847779349,#a7572b,Udemy,Communication
Singapore Math: Place Value Addition,0.0,0.0,0.0,0.0,0.837157291764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.157012538179,0.0,0.0,0.0,0.0,0.0,16.6498878541,0.952111810127,#a7572b,Udemy,Architecture/history
CSS3 MasterClass - Transformations And Animations,0.0,0.0,0.0,0.509211212982,0.0,0.0,0.0,0.194103306816,0.0,0.0,0.0,0.0,0.0,0.0,0.155018811608,0.0,0.0,0.0,0.0,0.0,4.57995850456,-1.78053201786,#a7572b,Udemy,Mobile App Development
Mobile Apps Development through App Inventor ,0.0811531006593,0.0,0.0,0.0,0.0,0.0,0.0,0.302576508832,0.0,0.432030197214,0.0,0.0,0.0,0.0,0.150906859343,0.0,0.0,0.0,0.0,0.0,-4.2345189834,2.41759502625,#a7572b,Udemy,"Success Coaching, Communication"
Linear Circuits,0.0,0.0197953551899,0.0,0.0,0.0,0.0,0.168032050256,0.0564276685178,0.0,0.287451013614,0.0,0.317864753924,0.0,0.0,0.144644034172,0.0,0.0,0.0,0.0,0.0,-0.135885165097,7.87523870711,#994ea1,Coursera,"Communication, TBD"
Predict the future like a sage,0.0514414670822,0.0,0.0,0.0,0.327865959126,0.0,0.116693905353,0.0656526610177,0.0,0.155661054034,0.0,0.0,0.13158807424,0.0,0.139161693948,0.0,0.0,0.0,0.0,0.0,0.733441909654,3.87582175801,#66c2a5,Udemy,Architecture/history
Data Visualization with Python and Matplotlib,0.0,0.0,0.0238686263861,0.228326553549,0.0,0.0,0.581330967437,0.0,0.0,0.0269226834825,0.0,0.0,0.0,0.0,0.135165204126,0.0,0.0,0.0,0.0,0.0,-0.712913580454,-10.7547851153,#e68ac3,Udemy,"Web Development, Mobile App Development"
Mastering GRE Quantitative Comparison Questions,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.455421861841,0.365009901284,0.0,0.0406901774558,0.0,0.133909115221,0.0,0.0,0.0,0.0,0.0,1.75331784752,9.16851637721,#4dae4a,Udemy,"Communication, Logical Subjects"
Surviving Introduction to Finance,0.0,0.0,0.0,0.0,0.210860891541,0.0,0.0,0.0,0.214535396809,0.442673603211,0.0,0.0,0.0,0.0,0.127460834625,0.0,0.0,0.0,0.0,0.0,-4.38876304246,6.18202273775,navy,Udemy,"Architecture/history, Leadership/Business, Communication"
"How to Systematize, Fix and Grow Your Business Fast",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.501166118016,0.35336787411,0.125698565499,0.0,0.0,0.0,0.0,0.0,-3.39601520751,-7.70602614421,#ff8100,Udemy,"4-hr week, Sales/Marketing"
Medicinal Marijuana,0.0,0.0836089502673,0.133327277355,0.0,0.0,0.478571149717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.177584040217,0.113515724995,0.0,0.0,0.0,0.0,0.0,-3.04085265688,14.1509936534,#fed82f,Udemy,Food/Weight Loss/Body Building
Crowdfunding Diary - Step by Step Walk Through,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0894926057278,0.0723606379379,0.0,0.0,0.0593535209322,0.678678911216,0.0921356006452,0.0,0.0,0.0,0.0,0.0,10.1874239349,-6.32507352638,#fdfb32,Udemy,4-hr week
Differentiate or Die,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.541323276135,0.0388673821658,0.0,0.128920846791,0.0,0.191202323802,0.0,0.090426911685,0.0,0.0,0.0,0.0,0.0,-4.65116120787,-2.46546638197,#4dae4a,Udemy,Success Coaching
Build a DCF Model from Scratch,0.0,0.0,0.0,0.0,0.524953232367,0.0,0.0,0.0,0.261486959401,0.117934889316,0.0,0.0,0.0,0.0,0.0894233684208,0.0,0.0,0.0,0.0,0.0,13.3905259655,2.3165813241,#a6d853,Udemy,"Architecture/history, Leadership/Business"
Legal Accounting,0.0,0.0,0.0,0.0,0.69476964805,0.0,0.0,0.0,0.0134555184612,0.154878849638,0.0,0.0,0.0,0.0464067412647,0.0867946612324,0.0,0.0,0.0,0.0,0.0,15.5619250383,2.27120959492,#a6d853,Udemy,Architecture/history
How to teach an online course,0.0,0.0,0.798478467116,0.0,0.0,0.0,0.0,0.0,0.0,0.100230887511,0.0,0.0,0.0,0.0,0.0858360995793,0.0,0.0,0.0,0.0,0.0,-15.1710734101,8.21518901898,#8d9fca,Udemy,Photography/Cinematography
Financial Risk Manager (FRM) Certification: Level I,0.0758758056181,0.0737002460066,0.0,0.0105647864334,0.0,0.0,0.011981671403,0.0,0.546814527887,0.197164353404,0.0,0.0,0.0,0.0,0.0813694263239,0.0,0.0,0.0,0.0,0.0,-9.84972727779,-5.87636782583,#e41a1c,Udemy,Leadership/Business
"Professional Options Trading, Simplified",0.509746973788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0893262283587,0.0,0.0979677112689,0.0,0.128330914025,0.0918527712912,0.0810470061701,0.0,0.0,0.0,0.0,0.0,-10.3866884669,13.9342804401,#66c2a5,Udemy,Stock trading
"Essential HTML, CSS & HTML5 Training",0.0,0.0,0.0,0.0,0.0,0.0,0.643506596541,0.106429968416,0.0,0.0,0.0,0.0,0.160452483382,0.0,0.0794843692064,0.0,0.0,0.0,0.0,0.0,-3.27803102036,-14.3366041425,navy,Udemy,Web Development
Financial Model Basics: Build a model from start to finish,0.0,0.0,0.0,0.0,0.499655367672,0.0,0.184048596514,0.0,0.0663946708809,0.0,0.0,0.0,0.16842034742,0.0,0.0770692527374,0.0,0.0,0.0,0.0,0.0,15.1509064099,-0.965474041588,#a6d853,Udemy,Architecture/history
Options trading online for income. Beginners friendly.,0.358187442895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.146713393995,0.0,0.0,0.0,0.404713865973,0.0758398422571,0.0,0.0,0.0,0.0,0.0,-8.75405490756,12.4636460083,#66c2a5,Udemy,"Stock trading, 4-hr week"
Trading basics – technical analysis and charts,0.423924188662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41478120487,0.0,0.0564440642965,0.0,0.0,0.0752209116806,0.0,0.0,0.0,0.0,0.0,-10.9712083279,13.207168719,#66c2a5,Udemy,"Stock trading, Communication"
Optimize! Make Best Decisions with Microsoft Excel,0.0940483120305,0.0,0.0,0.0,0.362102286005,0.0,0.0,0.0,0.248904069051,0.0,0.0,0.0,0.0,0.208741277064,0.0748404192795,0.0,0.0,0.0,0.0,0.0,10.8668282927,0.545013992582,#a6d853,Udemy,"Architecture/history, 4-hr week, Leadership/Business"
The Ultimate Guide Of Weight Loss,0.0,0.159390943254,0.0,0.0,0.0,0.655153344832,0.0,0.0,0.0,0.106323152045,0.0,0.0,0.0,0.0,0.0742545109883,0.0,0.0,0.0,0.0,0.0,-2.75709347277,16.0862019061,#fed82f,Udemy,Food/Weight Loss/Body Building
Running Lean Workshop,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.290244386731,0.0,0.0,0.0,0.362541954231,0.262596508417,0.0719187377555,0.0,0.0,0.0,0.0,0.0,-6.39176198663,-6.00156483348,#ff8100,Udemy,"4-hr week, Sales/Marketing, Leadership/Business"
Algebra I: Straight To The Point,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.179016558193,0.0,0.0618960516293,0.0,0.676289543687,0.0701474727923,0.0,0.0,0.0,0.0,0.0,10.5975329431,-6.1831460073,#fdfb32,Udemy,4-hr week
Chemistry 101 - Part 1 Principles of Chemistry,0.0,0.0,0.0,0.0,0.0,0.0101865530572,0.0,0.0,0.0,0.439807244721,0.479793612101,0.0,0.0,0.0,0.0658410053415,0.0,0.0,0.0,0.0,0.0,1.87603696037,9.18326067374,#4dae4a,Udemy,"Communication, Logical Subjects"
Straddles and Strangles - Volatility moves in any direction,0.650655545743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.278231476836,0.0,0.0,0.0,0.064088183894,0.0,0.0,0.0,0.0,0.0,-10.2248157589,14.6789977491,#4dae4a,Udemy,"Stock trading, Logical Subjects"
Test Your Business Idea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.196029572946,0.133774736555,0.128860250809,0.0,0.0,0.457300218882,0.0,0.0639138293978,0.0,0.0,0.0,0.0,0.0,-5.03625396216,-6.19500115836,#ff8100,Udemy,Sales/Marketing
Stock Trading with this Strategy,0.642829211655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.289216979785,0.0636824516904,0.0,0.0,0.0,0.0,0.0,-9.63249376461,13.6806447985,#66c2a5,Udemy,"Stock trading, 4-hr week"
How to Get Adsense Approval in Quickly in India & Pak Hindi ,0.0,0.0,0.0,0.0,0.308564739023,0.0,0.0928978504023,0.0,0.0,0.0,0.0,0.0,0.0,0.530900021748,0.0602299812903,0.0,0.0,0.0,0.0,0.0,12.7560618435,-3.13598768523,navy,Udemy,"Architecture/history, 4-hr week"
Learn to Pick the Right Stock Broker Account,0.251657129151,0.0,0.0,0.0,0.0950034126821,0.0,0.0,0.0,0.0,0.139354026141,0.0,0.0,0.0,0.448013660288,0.0570432001099,0.0,0.0,0.0,0.0,0.0,-8.56271934562,12.2370754176,#66c2a5,Udemy,"Stock trading, 4-hr week"
Essentials of Physics,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3510771876,0.564568347051,0.0,0.0,0.0,0.0569351099283,0.0,0.0,0.0,0.0,0.0,2.11001676479,9.2501922316,#4dae4a,Udemy,"Communication, Logical Subjects"
"Asset Pricing, Part 2",0.0933244292466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55806282306,0.178512345803,0.0250889743629,0.0,0.0,0.0815162017126,0.0562035590161,0.0,0.0,0.0,0.0,0.0,-9.91992724773,-5.95711641054,#e41a1c,Coursera,Leadership/Business
Learning MySQL5 - An Easy Way To Master MySQL,0.0,0.0,0.0,0.0,0.0,0.0,0.818318030666,0.0,0.0,0.0,0.0,0.0,0.0242507131828,0.096574646065,0.053013472667,0.0,0.0,0.0,0.0,0.0,5.37348588385,-15.2036269312,#e4c394,Udemy,Web Development
AngularJS Masterclass - Deep Dive & Understand AngularJS,0.0,0.0,0.0,0.0,0.0,0.0,0.851919065666,0.0,0.0,0.0,0.0,0.0,0.0876925852039,0.0,0.0517148795596,0.0,0.0,0.0,0.0,0.0,-2.70448580983,-15.3702453095,#e4c394,Udemy,Web Development
Bitesize Bookkeeping for busy people,0.0180564617732,0.0,0.0,0.0,0.801136551763,0.0,0.0,0.0,0.0,0.127611507962,0.0,0.0,0.0,0.0,0.0514294740537,0.0,0.0,0.0,0.0,0.0,16.0600693016,1.69858791299,#a6d853,Udemy,Architecture/history
Statistics for Genomic Data Science,0.0,0.165975442175,0.0,0.0,0.0,0.0,0.123755435941,0.0,0.0,0.0,0.363704904306,0.0,0.280338464614,0.0,0.0483686097448,0.0,0.0,0.0,0.0,0.0,4.19456822598,9.27823712917,#4dae4a,Coursera,"Sales/Marketing, Logical Subjects"
Merger Modeling: How to Build a Complete Model with Excel,0.0196127085761,0.0,0.0398328670214,0.0,0.589648328261,0.0,0.0,0.0,0.298838663022,0.0,0.0,0.0,0.0,0.0,0.0472727873861,0.0,0.0,0.0,0.0,0.0,13.4901221049,2.22731011879,#a6d853,Udemy,"Architecture/history, Leadership/Business"
"Conceptual Framework of Accounting, YOU NEED TO KNOW for CPA",0.0,0.0,0.0,0.0,0.315701773762,0.0,0.0,0.0,0.0144290056331,0.618674994117,0.0,0.0,0.0,0.0,0.0468699020469,0.0,0.0,0.0,0.0,0.0,-4.88657465951,7.47404245886,#377eb7,Udemy,"Architecture/history, Communication"
Weight Loss Mastery - Master Weight Loss  - Water Diet,0.0,0.0,0.0,0.0,0.0,0.562556035048,0.0698346769456,0.182833342385,0.0100868432601,0.0473475409272,0.0,0.0,0.0,0.0779691576355,0.0464962975461,0.0,0.0,0.0,0.0,0.0,-3.30956463545,14.726190051,#fed82f,Udemy,Food/Weight Loss/Body Building
Reportage Wedding Photography,0.0,0.0,0.64309050001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.291011819769,0.0441028079555,0.0,0.0,0.0,0.0,0.0,-13.1769593983,10.0909077374,#8d9fca,Udemy,"4-hr week, Photography/Cinematography"
Simple and Effective: Start a Business using Lean Principles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0199065112838,0.0,0.0,0.0,0.221161669188,0.713002652432,0.0408658758822,0.0,0.0,0.0,0.0,0.0,8.96482028337,-7.44485973392,#fdfb32,Udemy,"4-hr week, Sales/Marketing"
Advanced Finance and Accounting for Startups,0.0112796625318,0.0,0.0,0.0,0.263894200362,0.0,0.0,0.0,0.23256249391,0.443951344032,0.0,0.0,0.0,0.0,0.0372900081856,0.0,0.0,0.0,0.0,0.0,-4.42684972464,6.16034676073,navy,Udemy,"Architecture/history, Leadership/Business, Communication"
Equity Products,0.0653213945733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.673117420027,0.21736941519,0.0,0.0,0.0,0.0,0.0366446003065,0.0,0.0,0.0,0.0,0.0,-10.1456208307,-5.95976034222,#e41a1c,Udemy,"Leadership/Business, Communication"
Building Your Udemy Team - Outsource 18+ Profitable Tasks ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0250505108702,0.0,0.0,0.228367828277,0.702912437524,0.0358260858997,0.0,0.0,0.0,0.0,0.0,8.91169830883,-7.44936112563,#fdfb32,Udemy,"4-hr week, Sales/Marketing"
Database Management System,0.0,0.0,0.0,0.0,0.0,0.0,0.589592032666,0.146927782991,0.0,0.208322762868,0.0,0.0,0.0,0.0,0.0356452260411,0.0,0.0,0.0,0.0,0.0,2.7043596623,-12.8776621647,navy,Udemy,"Web Development, Communication"
31 Ways to a Pain Free Life! Keep the doctor away! ,0.0,0.571297438195,0.0,0.0495450667123,0.0,0.120495074913,0.0,0.0,0.0,0.0,0.0,0.0,0.17314635756,0.0496540622602,0.034612000333,0.0,0.0,0.0,0.0,0.0,11.2768398672,7.27023324727,#fa8d62,Udemy,Yoga/Mindfulness/Psychology
Get out of Debt - The Power of Using Compounding Interest,0.0,0.0,0.0,0.0,0.0,0.106536460435,0.0,0.0,0.467094350516,0.0,0.0,0.0,0.0,0.371299343822,0.0334482232082,0.0,0.0,0.0,0.0,0.0,-10.1189492516,-9.12928765298,#e41a1c,Udemy,"4-hr week, Leadership/Business"
Dog Training - Stop Dog Barking ,0.0,0.0292412468675,0.0,0.0,0.0,0.0,0.0,0.0289549231776,0.0,0.0,0.0115961384501,0.0,0.0,0.889570784139,0.0330192556911,0.0,0.0,0.0,0.0,0.0,13.4910895867,-9.00447975716,#fdfb32,Udemy,4-hr week
AngularJS Intro - A must for ASP .Net & MVC 5 Developers,0.0,0.0,0.0,0.0,0.0,0.0,0.513840234129,0.105035374186,0.0,0.0,0.0,0.10765762719,0.131903864241,0.098008243306,0.0329485961421,0.0,0.0,0.0,0.0,0.0,1.83860069507,-12.2724614695,#994ea1,Udemy,Web Development
2015 Bring Your Niche Affiliate Marketing to a New Level,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95504027767,0.0324597221465,0.0,0.0,0.0,0.0,0.0,13.8067938426,-9.34615855571,#fdfb32,Udemy,4-hr week
Data Analysis in Python with Pandas,0.0,0.0,0.110381364443,0.0,0.0,0.0,0.720138177489,0.0,0.105211787007,0.0286604326503,0.0,0.0,0.0,0.0,0.0321198662511,0.0,0.0,0.0,0.0,0.0,-1.27401850379,-13.7734513207,navy,Udemy,Web Development
Numbers for the  Business Plan,0.0,0.0,0.0,0.0,0.209582415601,0.0,0.0,0.0,0.0499794747752,0.0,0.0,0.0,0.703536894031,0.0,0.0316380576055,0.0,0.0,0.0,0.0,0.0,-5.91437767913,-9.92757585967,#ff8100,Udemy,"Architecture/history, Sales/Marketing"
Financial Statements 101: How to read a Balance Sheet,0.0,0.0,0.0,0.0,0.647775525676,0.0,0.0,0.0,0.12716103977,0.192250434362,0.0,0.0,0.0,0.0,0.0292237153167,0.0,0.0,0.0,0.0,0.0,15.2067825167,2.61720939851,#a6d853,Udemy,Architecture/history
Selenium WebDriver Test Automation Framework With Real Project,0.0,0.0,0.0,0.0,0.114585748806,0.0,0.763076261358,0.0,0.0,0.0,0.0,0.0,0.0909442929004,0.0,0.0289014850499,0.0,0.0,0.0,0.0,0.0,2.96253675596,-16.1761329768,navy,Udemy,Web Development
Photography Masterclass: Your Complete Guide to Photography,0.0202599430515,0.0,0.798514170506,0.0,0.0,0.0,0.0,0.01129750495,0.0,0.0,0.0,0.0,0.0,0.140078404479,0.028642247519,0.0,0.0,0.0,0.0,0.0,-14.7955684565,9.32844902064,#8d9fca,Udemy,Photography/Cinematography
Introduction to Performance Based Equipment Training (PBET),0.0,0.0,0.0,0.0289385423341,0.0763600640281,0.0,0.0,0.0,0.115961513378,0.696122046758,0.0,0.0316278023899,0.0202722842676,0.0,0.0282462638997,0.0,0.0,0.0,0.0,0.0,-4.76034991173,7.98490364937,#377eb7,Udemy,Communication
Moodle 2 для новичков,0.0,0.0,0.0,0.0,0.340615152125,0.0,0.495224331661,0.0,0.0,0.129166065787,0.0,0.0,0.0,0.0,0.0275178147825,0.0,0.0,0.0,0.0,0.0,7.71825965953,-14.0600797349,navy,Udemy,"Architecture/history, Web Development"
An Introduction To Working With Electronic Maps ,0.0,0.0,0.205772710572,0.0,0.0,0.0,0.760621344361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0265226116291,0.0,0.0,0.0,0.0,0.0,-1.32314967596,-13.9306130575,navy,Udemy,"Web Development, Photography/Cinematography"
